run,Consumer Total Panics,Consumer Liquidity Panics,Consumer Panic Panics,Consumer Estimated Liquidity Withdrawals,Consumer Estimated Panic Withdrawals,Consumer People Seen Panic,Consumers Shocked,Consumer Cash,Consumer Pure Panic,Bank Total Assets,Bank Total Liabilities,Bank Short Term Assets,Bank Long Term Assets,tick,DD Initial Withdrawals,Consumer Partial Shock,Consumer Count,Consumer Total Assets,Bank Failures,Consumer Average Panic Withdrawals,Consumer Seen Panic Proportion,Consumer Estimated Bank Assets,Bank Assets After Initial
17,0.27,0.27,0.1,4283900.905,2296039.775,1.05,0.4,1138158.843,0.18,1.18E+07,5780870.825,8391652.108,3380104.255,21,3255813.118,0.43,100,1.39E+07,0,1400584.263,0,1.21E+07,1.18E+07
17,0.351648352,0.351648352,0.164835165,5000302.052,3162588.313,1.351648352,0.593406593,903919.5982,0.252747253,9809344.654,4118123.31,1417692.546,8391652.108,33,4626113.896,0.56043956,91,1.35E+07,0,1911454.475,0,1.21E+07,9809344.654
17,0.353658537,0.353658537,0.231707317,4035283.849,3323415.791,1.597560976,0.5,896143.9333,0.268292683,1.32E+07,6477047.624,1.17E+07,1417692.546,45,3383522.074,0.609756098,82,1.44E+07,0,2431767.652,0,1.23E+07,1.32E+07
17,0.266666667,0.266666667,0.173333333,2514832.969,4156645.188,1.666666667,0.4,451846.5148,0.146666667,1.24E+07,4707315.258,659822.6133,1.17E+07,57,2424777.724,0.413333333,75,1.69E+07,0,2771096.792,0,1.54E+07,1.24E+07
17,0.227272727,0.227272727,0.136363636,2896783.457,3844356.837,1.439393939,0.5,366281.3003,0.151515152,1.92E+07,9693650.457,1.85E+07,659822.6133,69,2748050.16,0.5,66,1.96E+07,0,2854143.712,0,1.66E+07,1.92E+07
17,0.180327869,0.180327869,0.114754098,2719809.911,3106044.447,0.62295082,0.508196721,295582.9812,0.114754098,1.70E+07,6360688.322,0,1.70E+07,81,2558836.446,0.524590164,61,2.35E+07,0,1323887.797,0,2.15E+07,1.70E+07
17,0.175438596,0.175438596,0.052631579,2344029.506,7807990.697,1,0.456140351,329258.5676,0.105263158,2.86E+07,1.43E+07,2.86E+07,0,93,2094403.631,0.456140351,57,2.88E+07,0,3698521.909,0,2.44E+07,2.86E+07
17,0.150943396,0.150943396,0.037735849,2802520.641,7388208.611,1.245283019,0.528301887,399179.2336,0.113207547,2.54E+07,9568407.877,0,2.54E+07,105,2356806.151,0.547169811,53,3.57E+07,0,4739605.524,0,3.28E+07,2.54E+07
17,0.078431373,0.078431373,0,2022648.371,4427160.367,0.196078431,0.450980392,97891.95441,0.039215686,4.43E+07,2.24E+07,4.43E+07,0,117,1834989.518,0.450980392,51,4.51E+07,0,868070.6603,0,3.82E+07,4.43E+07
17,0.06122449,0.06122449,0,3037525.649,6834972.023,0.163265306,0.693877551,94270.67639,0.040816327,4.08E+07,1.54E+07,0,4.08E+07,129,2937710.62,0.693877551,49,5.67E+07,0,1115913.8,0,5.20E+07,4.08E+07
17,0.0625,0.0625,0,2494778.704,8421715.977,0.333333333,0.583333333,159908.4105,0.041666667,7.17E+07,3.59E+07,7.17E+07,0,141,2324199.064,0.583333333,48,7.23E+07,0,2631786.243,0,6.12E+07,7.17E+07
19,0.49,0.49,0.05,6970382.485,3820148.179,2.09,0.56,4272525.647,0.49,6711396.675,2931677.503,961395.2371,5750001.438,9,4766079.115,0.58,100,1.28E+07,0,3017917.061,0.01,1.10E+07,6711396.675
19,0.47,0.47,0.33,5696331.976,3202976.237,2.55,0.57,1277592.652,0.28,9399614.914,4553069.604,8438219.677,961395.2371,21,4921251.041,0.49,100,1.09E+07,0,2626440.515,1.00E-09,9479875.687,9399614.914
19,0.432098765,0.419753086,0.24691358,3901115.531,2884857.822,2.098765432,0.580246914,1249322.381,0.259259259,6587704.681,2936808.189,0,6587704.681,33,3969432.26,0.543209877,81,1.09E+07,0,2279393.835,0.012345679,9862965.228,6587704.681
19,0.328358209,0.328358209,0.164179104,2793234.262,2232505.262,1.328358209,0.462686567,616842.9918,0.179104478,9961838.092,5099231.694,9961838.092,0,45,2614437.075,0.402985075,67,1.17E+07,0,1566085.781,1.49E-09,1.01E+07,9961838.092
19,0.280701754,0.280701754,0.175438596,2920687.018,2775739.25,1.385964912,0.543859649,496154.9296,0.175438596,7227164.352,4192426.111,0,7227164.352,57,2644999.71,0.526315789,57,1.29E+07,0,1753098.474,1.75E-09,1.16E+07,7227164.352
19,0.215686275,0.215686275,0.078431373,2229612.393,2862669.169,0.68627451,0.450980392,316076.827,0.137254902,1.12E+07,6603210.745,1.12E+07,0,69,1915160.56,0.450980392,51,1.51E+07,0,1291007.664,0,1.31E+07,1.12E+07
19,0.127659574,0.127659574,0.021276596,1909399.471,3841137.917,0.319148936,0.531914894,47050.23891,0.021276596,8803452.141,6046133.529,0,8803452.141,81,2115063.019,0.446808511,47,1.81E+07,0,817263.3867,0,1.62E+07,8803452.141
19,0.047619048,0.047619048,0,1974886.746,2559676.78,0.238095238,0.5,88119.21722,0.047619048,1.38E+07,9628308.068,1.38E+07,0,93,1700020.322,0.523809524,42,2.21E+07,0,487557.482,0,1.91E+07,1.38E+07
19,0.095238095,0.095238095,0,2118577.103,4663382.766,0.880952381,0.523809524,139131.3908,0.047619048,1.14E+07,9010813.046,0,1.14E+07,105,1909091.788,0.476190476,42,2.73E+07,0,2775823.075,0,2.45E+07,1.14E+07
19,0.05,0.05,0,1241641.814,3335035.894,0.175,0.375,65765.1306,0.025,1.93E+07,1.54E+07,1.93E+07,0,117,1148468.764,0.375,40,3.48E+07,0,583631.2815,0,3.01E+07,1.93E+07
19,0,0,0,2109954.837,0,0,0.58974359,0,0,1.67E+07,1.44E+07,0,1.67E+07,129,2016600.299,0.58974359,39,4.39E+07,0,1.00E-04,2.56E-09,3.95E+07,1.67E+07
19,0,0,0,1444789.613,0,0,0.41025641,0,0,2.88E+07,2.50E+07,2.88E+07,0,141,1283881.057,0.41025641,39,5.66E+07,0,1.00E-04,2.56E-09,4.89E+07,2.88E+07
21,0.23,0.23,0,4121859.771,2482105.076,0.96,0.4,1901072.343,0.23,1.07E+07,4419932.563,4981164.921,5750001.438,9,3117762.735,0.4,100,1.44E+07,0,1365157.792,0,1.26E+07,1.07E+07
21,0.3,0.3,0.14,5335056.407,2881494.968,1.43,0.56,1080995.434,0.19,1.11E+07,6336698.028,6107045.36,4981164.921,21,4894625.206,0.52,100,1.37E+07,0,2074676.377,0,1.16E+07,1.11E+07
21,0.303370787,0.303370787,0.134831461,4468439.057,2883853.182,1.359550562,0.528089888,1000107.642,0.235955056,1.10E+07,3512109.833,4850426.177,6107045.36,33,3981808.291,0.561797753,89,1.39E+07,0,1587739.393,1.12E-09,1.27E+07,1.10E+07
21,0.34939759,0.34939759,0.192771084,4050226.898,3085115.071,1.626506024,0.542168675,854460.5377,0.21686747,1.23E+07,7001002.156,7444191.228,4850426.177,45,3816493.217,0.530120482,83,1.46E+07,0,2416053.971,0,1.24E+07,1.23E+07
21,0.25,0.25,0.152777778,2867930.093,2823830.415,1.027777778,0.458333333,495299.2262,0.125,1.38E+07,4538141.478,6405625.732,7444191.228,57,2733434.998,0.458333333,72,1.67E+07,0,1451135.074,0,1.53E+07,1.38E+07
21,0.222222222,0.222222222,0.063492063,3401721.547,4887103.426,1.222222222,0.555555556,702755.6736,0.158730159,1.64E+07,9310088.283,1.00E+07,6405625.732,69,3001770.489,0.587301587,63,1.90E+07,0,2715057.459,0,1.61E+07,1.64E+07
21,0.169491525,0.169491525,0.06779661,2880934.279,4148133.097,1.016949153,0.474576271,280290.0749,0.050847458,1.96E+07,5932352.422,9542699.355,1.00E+07,81,2296287.749,0.406779661,59,2.29E+07,0,2038912.878,0,2.10E+07,1.96E+07
21,0.038461538,0.038461538,0.019230769,2110635.772,744283.8519,0.038461538,0.461538462,33739.86333,0.038461538,2.57E+07,1.42E+07,1.61E+07,9542699.355,93,1920434.985,0.461538462,52,2.81E+07,0,28626.30209,0,2.37E+07,2.57E+07
21,0.076923077,0.076923077,0.019230769,2744916.47,5039081.634,0.307692308,0.519230769,113549.7703,0.057692308,3.08E+07,9191138.183,1.47E+07,1.61E+07,105,2248846.233,0.519230769,52,3.49E+07,0,1356675.825,0,3.21E+07,3.08E+07
21,0.098039216,0.098039216,0.019607843,2324113.834,7554024.308,0.647058824,0.450980392,240749.3768,0.098039216,4.17E+07,2.22E+07,2.70E+07,1.47E+07,117,1829547.219,0.490196078,51,4.41E+07,0,3258598.721,0,3.72E+07,4.17E+07
21,0.098039216,0.098039216,0.039215686,2745561.818,6806739.762,0.529411765,0.549019608,154514.0164,0.078431373,5.10E+07,1.46E+07,2.40E+07,2.70E+07,129,2422391.283,0.588235294,51,5.58E+07,0,2802775.196,0,5.13E+07,5.10E+07
21,0.08,0.08,0.04,2183861.921,9434665.654,0.42,0.5,36157.18972,0.04,7.10E+07,3.60E+07,4.70E+07,2.40E+07,141,2040204.524,0.5,50,7.14E+07,0,2641706.383,0,6.03E+07,7.10E+07
23,0.4,0.4,0.02,5958952.552,2929659.503,1.51,0.49,3203322.428,0.4,8359092.274,3449294.333,2609090.837,5750001.438,9,4187586.735,0.49,100,1.33E+07,0,2021465.057,0,1.16E+07,8359092.274
23,0.42,0.41,0.22,5278180.758,3733079.008,2.17,0.53,1322678.977,0.2,1.04E+07,5439247.889,7808091.096,2609090.837,21,4535431.657,0.43,100,1.25E+07,0,2687816.886,0,1.08E+07,1.04E+07
23,0.269230769,0.256410256,0.153846154,3472384.054,3193045.98,1.576923077,0.487179487,722891.7538,0.166666667,9829177.478,3511650.421,2021086.382,7808091.096,33,3189369.208,0.474358974,78,1.32E+07,0,2210570.294,0,1.21E+07,9829177.478
23,0.371428571,0.371428571,0.142857143,4262378.145,3676872.129,1.957142857,0.6,1270180.829,0.285714286,1.19E+07,6625484.812,9856817.327,2021086.382,45,3623954.915,0.614285714,70,1.38E+07,0,2573810.49,0,1.16E+07,1.19E+07
23,0.28125,0.28125,0.15625,2682084.399,3305830.713,1.484375,0.484375,424991.6041,0.140625,1.17E+07,3873148.532,1888640.496,9856817.327,57,2637706.38,0.40625,64,1.57E+07,0,2324412.22,0,1.45E+07,1.17E+07
23,0.254545455,0.254545455,0.072727273,2807791.12,2858160.151,1.254545455,0.545454545,516862.8166,0.2,1.69E+07,9318511.214,1.50E+07,1888640.496,69,2524864.67,0.6,55,1.81E+07,0,1558996.446,0,1.52E+07,1.69E+07
23,0.230769231,0.230769231,0.096153846,2267770.197,3476389.922,1.076923077,0.5,429049.076,0.153846154,1.61E+07,5347400.331,1111419.977,1.50E+07,81,2143499.904,0.538461538,52,2.19E+07,0,2005609.57,0,2.02E+07,1.61E+07
23,0.145833333,0.145833333,0.0625,2112782.774,3414616.24,0.666666667,0.458333333,148403.9784,0.083333333,2.64E+07,1.42E+07,2.53E+07,1111419.977,93,1871939.384,0.479166667,48,2.68E+07,0,1636170.282,0,2.25E+07,2.64E+07
23,0.111111111,0.111111111,0.022222222,1922908.773,5586832.135,0.511111111,0.488888889,77778.229,0.044444444,2.51E+07,8175544.701,0,2.51E+07,105,1899605.15,0.444444444,45,3.37E+07,0,1862277.378,0,3.11E+07,2.51E+07
23,0.047619048,0.047619048,0.023809524,2018667.107,3486394.343,0.142857143,0.547619048,0,0,4.35E+07,2.24E+07,4.35E+07,0,117,2054887.876,0.5,42,4.23E+07,0,498056.3348,0,3.54E+07,4.35E+07
23,0,0,0,1933532.337,0,0,0.5,0,0,4.13E+07,1.30E+07,34876.0728,4.12E+07,129,1702041.122,0.5,40,5.42E+07,0,1.00E-04,2.50E-09,5.02E+07,4.13E+07
23,0,0,0,1715081.314,0,0,0.475,0,0,7.32E+07,3.70E+07,7.32E+07,34876.0728,141,1616892.997,0.475,40,6.97E+07,0,1.00E-04,2.50E-09,5.83E+07,7.32E+07
25,0.31,0.31,0,5857206.669,3446036.344,1.62,0.47,2482492.932,0.31,9371311.282,3967500.992,3621309.844,5750001.438,9,3896197.224,0.47,100,1.36E+07,0,2343304.714,0,1.19E+07,9371311.282
25,0.38,0.38,0.17,5359035.132,3284701.826,1.74,0.55,1183791.552,0.2,1.03E+07,5768743.614,6681646.586,3621309.844,21,4893842.341,0.48,100,1.26E+07,0,2332138.297,0,1.07E+07,1.03E+07
25,0.231707317,0.231707317,0.12195122,2923140.545,2284255.461,1.243902439,0.426829268,521087.5623,0.134146341,1.11E+07,3427834.575,4440077.613,6681646.586,33,2776756.031,0.390243902,82,1.39E+07,0,1727119.983,0,1.28E+07,1.11E+07
25,0.256756757,0.256756757,0.094594595,2879283.02,3325247.787,1.256756757,0.472972973,531177.6012,0.162162162,1.36E+07,7777776.9,9155604.593,4440077.613,45,2848245.343,0.418918919,74,1.56E+07,0,1887302.798,1.35E-09,1.31E+07,1.36E+07
25,0.194029851,0.194029851,0.119402985,2954571.826,2789897.716,0.865671642,0.52238806,176176.6321,0.074626866,1.45E+07,4663427.409,5311287.876,9155604.593,57,3035909.731,0.447761194,67,1.78E+07,0,1499049.519,1.49E-09,1.63E+07,1.45E+07
25,0.152542373,0.152542373,0.050847458,2885556.213,3376384.741,0.694915254,0.559322034,218905.3268,0.06779661,1.90E+07,1.08E+07,1.37E+07,5311287.876,69,2753504.615,0.474576271,59,2.09E+07,0,1487898.36,1.69E-09,1.75E+07,1.90E+07
25,0.092592593,0.092592593,0,2280397.507,2963646.775,0.351851852,0.5,91776.27087,0.037037037,2.09E+07,6431812.48,7211039.55,1.37E+07,81,2200195.012,0.462962963,54,2.54E+07,0,878117.5629,0,2.34E+07,2.09E+07
25,0.039215686,0.039215686,0.019607843,1885669.328,3542262.775,0.294117647,0.431372549,0,0,3.02E+07,1.66E+07,2.30E+07,7211039.55,93,1749419.853,0.392156863,51,3.17E+07,0,972385.86,0,2.66E+07,3.02E+07
25,0,0,0,2462418.608,0,0,0.530612245,0,0,3.35E+07,9950131.244,1.05E+07,2.30E+07,105,2144149.079,0.530612245,49,3.98E+07,0,1.00E-04,0,3.68E+07,3.35E+07
25,0.020408163,0.020408163,0,1770282.437,5008860.142,0.12244898,0.408163265,59702.58711,0.020408163,5.03E+07,2.65E+07,3.98E+07,1.05E+07,117,1625513.693,0.408163265,49,5.08E+07,0,613329.8134,0,4.26E+07,5.03E+07
25,0.020408163,0.020408163,0,2417212.983,5408132.602,0.081632653,0.551020408,0,0,5.63E+07,1.60E+07,1.65E+07,3.98E+07,129,2304442.57,0.530612245,49,6.48E+07,0,441480.2125,2.04E-09,5.99E+07,5.63E+07
25,0.020833333,0.020833333,0,2417404.706,9541278.526,0.208333333,0.520833333,76993.18263,0.020833333,8.65E+07,4.35E+07,7.00E+07,1.65E+07,141,2144558.139,0.520833333,48,8.31E+07,0,1987766.36,0,6.97E+07,8.65E+07
27,0.33,0.33,0.01,5367984.91,2776629.825,1.27,0.48,2698091.248,0.33,9132893.085,3846694.756,3382891.648,5750001.438,9,3919017.105,0.48,100,1.36E+07,0,1638211.597,0,1.18E+07,9132893.085
27,0.36,0.35,0.18,5324765.365,3031553.594,1.82,0.5,1464290.486,0.27,1.07E+07,5624058.016,7325432.422,3382891.648,21,4077197.586,0.53,100,1.32E+07,0,2364611.803,0,1.14E+07,1.07E+07
27,0.296703297,0.296703297,0.164835165,3833003.319,2762530.923,1.395604396,0.505494505,532914.0319,0.153846154,1.07E+07,3969968.913,3333841.932,7325432.422,33,3851203.586,0.461538462,91,1.37E+07,0,2094666.304,0,1.24E+07,1.07E+07
27,0.230769231,0.230769231,0.141025641,2723386.813,3118707.144,1.307692308,0.474358974,271145.0835,0.08974359,1.41E+07,7301140.922,1.08E+07,3333841.932,45,3066397.541,0.358974359,78,1.54E+07,0,1919204.396,0,1.32E+07,1.41E+07
27,0.104477612,0.104477612,0.044776119,2506509.236,1914368.141,0.358208955,0.507462687,53821.51664,0.014925373,1.42E+07,5415295.675,3430362.258,1.08E+07,57,2641628.813,0.432835821,67,1.79E+07,0,628598.494,0,1.63E+07,1.42E+07
27,0.032786885,0.032786885,0.016393443,1913213.476,2015506.185,0.131147541,0.360655738,32924.8987,0.016393443,2.10E+07,1.03E+07,1.76E+07,3430362.258,69,1616854.877,0.344262295,61,2.20E+07,0,231287.595,0,1.88E+07,2.10E+07
27,0.05,0.05,0.016666667,2847797.84,2178796.281,0.233333333,0.5,131689.1567,0.033333333,2.09E+07,8177570.89,3285014.904,1.76E+07,81,2454952.885,0.483333333,60,2.67E+07,0,508385.7989,0,2.42E+07,2.09E+07
27,0.084745763,0.084745763,0.016949153,3022072.629,2867981.942,0.271186441,0.576271186,367321.1354,0.06779661,3.19E+07,1.49E+07,2.86E+07,3285014.904,93,2929531.508,0.576271186,59,3.23E+07,0,729147.9515,0,2.76E+07,3.19E+07
27,0.051724138,0.051724138,0,2127697.398,4401189.387,0.25862069,0.431034483,94006.35856,0.051724138,3.25E+07,1.21E+07,3880949.031,2.86E+07,105,1891088.756,0.448275862,58,4.06E+07,0,1138238.635,0,3.69E+07,3.25E+07
27,0.034482759,0.034482759,0,2841216.461,8023710.762,0.172413793,0.586206897,17376.46536,0.017241379,5.29E+07,2.41E+07,4.90E+07,3880949.031,117,2846769.334,0.586206897,58,5.07E+07,0,1245058.567,0,4.33E+07,5.29E+07
27,0.035087719,0.035087719,0,3160517.37,8579110.786,0.210526316,0.614035088,113539.714,0.01754386,5.26E+07,1.87E+07,3591672.653,4.90E+07,129,2964766.992,0.614035088,57,6.41E+07,0,1505107.156,0,5.83E+07,5.26E+07
27,0.035714286,0.035714286,0,2562805.557,9385153.051,0.142857143,0.482142857,81354.11831,0.035714286,9.04E+07,3.87E+07,8.68E+07,3591672.653,141,2201190.117,0.482142857,56,8.21E+07,0,1340736.15,0,7.01E+07,9.04E+07
29,0.42,0.42,0.01,6623423.038,3746814.231,1.87,0.54,3420641.113,0.42,7738686.548,3335000.834,1988685.111,5750001.438,9,4590673.776,0.54,100,1.29E+07,0,2472897.392,0,1.12E+07,7738686.548
29,0.37,0.37,0.14,4505054.239,2691885.282,1.51,0.43,1795108.399,0.28,1.04E+07,5066916.447,8393734.931,1988685.111,21,3364338.606,0.53,100,1.27E+07,0,1830481.992,0,1.11E+07,1.04E+07
29,0.32967033,0.318681319,0.21978022,3544767.934,2748115.054,1.549450549,0.43956044,726286.7343,0.186813187,9820725.621,3609856.623,1426990.689,8393734.931,33,3209060.245,0.373626374,91,1.35E+07,0,1902541.191,0,1.23E+07,9820725.621
29,0.307692308,0.294871795,0.153846154,3487553.234,3529618.983,1.564102564,0.487179487,758992.9693,0.179487179,1.36E+07,7024323.485,1.22E+07,1426990.689,45,3087824.917,0.435897436,78,1.49E+07,0,2715091.526,0,1.26E+07,1.36E+07
29,0.25,0.25,0.058823529,3479256.122,3313600.467,1,0.544117647,581339.3175,0.176470588,1.16E+07,4468196.929,0,1.16E+07,57,3108349.805,0.558823529,68,1.65E+07,0,1851717.908,0,1.51E+07,1.16E+07
29,0.222222222,0.222222222,0.063492063,3013446.358,4585533.311,1.206349206,0.492063492,442732.5349,0.174603175,1.83E+07,9466224.249,1.83E+07,0,69,2588129.807,0.571428571,63,1.91E+07,0,2765877.235,0,1.61E+07,1.83E+07
29,0.2,0.2,0.083333333,2954099.415,3507484.289,0.9,0.583333333,360332.8944,0.133333333,1.47E+07,6115043.389,0,1.47E+07,81,2963243.557,0.616666667,60,2.23E+07,0,1695284.073,0,2.05E+07,1.47E+07
29,0.160714286,0.160714286,0.035714286,2402893.817,4733891.526,0.696428571,0.482142857,303403.0127,0.107142857,2.43E+07,1.36E+07,2.43E+07,0,93,2268578.965,0.517857143,56,2.72E+07,0,1944276.877,0,2.30E+07,2.43E+07
29,0.113207547,0.113207547,0.037735849,2294748.636,4318140.97,0.754716981,0.547169811,75259.40267,0.018867925,2.15E+07,8904408.541,0,2.15E+07,105,2456565.431,0.471698113,53,3.36E+07,0,2036858.948,0,3.09E+07,2.15E+07
29,0.041666667,0.041666667,0,3142771.295,3835355.701,0.1875,0.75,26118.15926,0.020833333,3.58E+07,2.11E+07,3.58E+07,0,117,3092261.042,0.729166667,48,4.12E+07,0,719129.1941,0,3.46E+07,3.58E+07
29,0.021276596,0.021276596,0,2141292.141,0,0,0.510638298,36505.4334,0.021276596,3.33E+07,1.33E+07,0,3.33E+07,129,1961337.22,0.531914894,47,5.24E+07,0,1.00E-04,0,4.83E+07,3.33E+07
29,0.021276596,0.021276596,0,2500207.123,6370757.101,0.127659574,0.574468085,0,0,5.81E+07,3.42E+07,5.81E+07,0,141,2314299.888,0.553191489,47,6.67E+07,0,813288.1406,0,5.62E+07,5.81E+07
31,0.42,0.42,0.03,6262641.888,3362963.943,1.91,0.5,3384859.198,0.42,8046855.159,3327071.89,2296853.721,5750001.438,9,4318287.081,0.5,100,1.32E+07,0,2656741.515,0,1.15E+07,8046855.159
31,0.32,0.32,0.11,4619762.918,2848597.357,1.28,0.46,1175827.036,0.22,1.08E+07,5190311.455,8488112.138,2296853.721,21,3877297.224,0.46,100,1.26E+07,0,1937046.202,0,1.09E+07,1.08E+07
31,0.433333333,0.433333333,0.244444444,4832660.321,3339911.533,1.877777778,0.566666667,1732160.097,0.311111111,7791287.883,3551631.793,0,7791287.883,33,4374805.582,0.544444444,90,1.24E+07,0,2449268.458,0,1.12E+07,7791287.883
31,0.341772152,0.341772152,0.215189873,3031914.921,3413301.186,1.632911392,0.493670886,555340.555,0.189873418,1.20E+07,5398560.591,1.20E+07,0,45,3374542.871,0.430379747,79,1.30E+07,0,2117110.862,1.27E-09,1.12E+07,1.20E+07
31,0.313432836,0.313432836,0.179104478,2810384.115,2960026.288,1.373134328,0.507462687,527990.9959,0.208955224,9111461.318,4670000.535,0,9111461.318,57,2775360.441,0.52238806,67,1.45E+07,0,1943897.861,1.49E-09,1.30E+07,9111461.318
31,0.3,0.283333333,0.066666667,2747848.859,4486474.554,1.75,0.45,904058.8604,0.216666667,1.38E+07,7212603.126,1.38E+07,0,69,2243109.726,0.55,60,1.70E+07,0,3439630.492,0.016666667,1.47E+07,1.38E+07
31,0.163636364,0.163636364,0.036363636,2012001.95,2751467.302,0.527272727,0.4,257954.1889,0.072727273,1.25E+07,6431802.49,0,1.25E+07,81,1762878.57,0.381818182,55,2.06E+07,0,900480.2079,0,1.86E+07,1.25E+07
31,0.08,0.08,0.02,1948675.144,2717707.302,0.5,0.42,115340.0317,0.04,2.08E+07,1.16E+07,2.08E+07,0,93,1605591.862,0.38,50,2.55E+07,0,1087082.921,0,2.19E+07,2.08E+07
31,0.083333333,0.083333333,0.020833333,2350514.07,3523599.665,0.375,0.520833333,188529.0404,0.083333333,1.81E+07,9741683.455,0,1.81E+07,105,2038436.06,0.5625,48,3.16E+07,0,1174533.222,0,2.86E+07,1.81E+07
31,0.104166667,0.104166667,0.020833333,2490020.523,6763921.928,0.5625,0.5625,208985.4661,0.0625,3.04E+07,1.84E+07,3.04E+07,0,117,2302638.308,0.5625,48,3.94E+07,0,2254640.643,0,3.37E+07,3.04E+07
31,0.086956522,0.086956522,0.02173913,1959339.273,8559288.849,0.52173913,0.434782609,117818.2436,0.043478261,2.82E+07,1.49E+07,0,2.82E+07,129,1587419.72,0.413043478,46,5.04E+07,0,3535358.437,0,4.58E+07,2.82E+07
31,0.045454545,0.045454545,0,1485401.22,3067726.054,0.045454545,0.431818182,51073.32957,0.022727273,4.95E+07,3.05E+07,4.95E+07,0,141,1527258.823,0.431818182,44,6.48E+07,0,139442.0934,0,5.54E+07,4.95E+07
33,0.39,0.39,0.04,6399516.206,3627108.06,1.91,0.51,3277433.949,0.39,8265775.596,3507500.877,2515774.158,5750001.438,9,4206791.893,0.51,100,1.33E+07,0,2575246.723,0,1.16E+07,8265775.596
33,0.43,0.43,0.22,5334718.475,3059098.3,1.74,0.54,1287252.355,0.24,1.02E+07,5294712.89,7702423.156,2515774.158,21,4588293.916,0.46,100,1.22E+07,0,2110777.827,0,1.06E+07,1.02E+07
33,0.320987654,0.320987654,0.222222222,3538422.596,2715147.454,1.456790123,0.469135802,731073.8867,0.24691358,9453641.447,3784805.065,1751218.29,7702423.156,33,3211138.107,0.518518519,81,1.28E+07,0,1776577.963,0,1.17E+07,9453641.447
33,0.36,0.36,0.213333333,3694868.614,3230747.536,1.52,0.533333333,799203.9532,0.24,1.23E+07,6315165.502,1.05E+07,1751218.29,45,3429241.286,0.56,75,1.37E+07,0,1809218.62,0,1.17E+07,1.23E+07
33,0.318181818,0.318181818,0.166666667,2688034.352,4087881.682,1.772727273,0.5,509390.8725,0.166666667,1.12E+07,4378566.017,689299.6115,1.05E+07,57,2802154.247,0.439393939,66,1.56E+07,0,2911067.259,0,1.42E+07,1.12E+07
33,0.25,0.25,0.125,2367624.302,4384132.029,1.428571429,0.464285714,500258.8214,0.160714286,1.76E+07,8730415.853,1.69E+07,689299.6115,69,2126974.271,0.482142857,56,1.85E+07,0,2818370.59,1.79E-09,1.58E+07,1.76E+07
33,0.156862745,0.156862745,0.039215686,2133167.892,3914187.401,0.901960784,0.509803922,231228.4448,0.078431373,1.60E+07,6537380.845,0,1.60E+07,81,2057188.38,0.490196078,51,2.23E+07,0,2148965.632,1.96E-09,2.03E+07,1.60E+07
33,0.085106383,0.085106383,0.042553191,1774736.547,4638474.21,0.382978723,0.446808511,126557.7147,0.042553191,2.70E+07,1.32E+07,2.70E+07,0,93,1802371.876,0.446808511,47,2.76E+07,0,1184291.288,2.13E-09,2.35E+07,2.70E+07
33,0.044444444,0.044444444,0,2247895.045,8139424.727,0.066666667,0.577777778,123749.3014,0.044444444,2.42E+07,9984575.305,0,2.42E+07,105,2191160.103,0.6,45,3.42E+07,0,542628.3152,2.22E-09,3.11E+07,2.42E+07
33,0.066666667,0.066666667,0,2140628.19,6843183.959,0.8,0.533333333,39096.76112,0.022222222,4.19E+07,2.06E+07,4.19E+07,0,117,1960860.887,0.488888889,45,4.31E+07,0,3953839.621,2.22E-09,3.67E+07,4.19E+07
33,0.023255814,0.023255814,0,2004602.275,6448130.572,0.302325581,0.511627907,0,0,3.96E+07,1.60E+07,8595.403536,3.96E+07,129,1851004.788,0.488372093,43,5.51E+07,0,1949434.824,2.33E-09,5.02E+07,3.96E+07
33,0.023809524,0.023809524,0,2490095.459,6992788.319,0.071428571,0.619047619,74606.79162,0.023809524,6.95E+07,3.37E+07,6.95E+07,8595.403536,141,2284340.256,0.619047619,42,7.03E+07,0,499484.88,2.38E-09,5.99E+07,6.95E+07
35,0.44,0.44,0.06,6704176.569,3852618.385,2.16,0.54,3732869.229,0.44,7545935.484,3219511.4,1795934.047,5750001.438,9,4471196.724,0.54,100,1.31E+07,0,2889463.788,0,1.13E+07,7545935.484
35,0.36,0.36,0.23,4856498.26,2951681.576,1.93,0.51,737791.0183,0.19,1.07E+07,5021342.596,8902836.455,1795934.047,21,4364527.451,0.41,100,1.19E+07,0,2390862.077,0,1.04E+07,1.07E+07
35,0.325301205,0.325301205,0.120481928,3592116.467,2776544.277,1.590361446,0.469879518,1013213.66,0.21686747,8645025.44,3533586.977,0,8645025.44,33,3260016.746,0.469879518,83,1.27E+07,0,1973688.1,0,1.15E+07,8645025.44
35,0.22972973,0.22972973,0.094594595,2228049.197,2086403.28,0.905405405,0.378378378,347031.684,0.135135135,1.40E+07,6533923.047,1.40E+07,0,45,2229667.926,0.364864865,74,1.45E+07,0,1099590.918,0,1.25E+07,1.40E+07
35,0.208955224,0.208955224,0.059701493,3145778.664,3126864.563,0.671641791,0.462686567,475720.4173,0.179104478,1.05E+07,5283153.708,0,1.05E+07,57,2556700.544,0.567164179,67,1.65E+07,0,1166740.509,0,1.49E+07,1.05E+07
